Timestamp,LatencyMs,Tick,Configuration
7.911,14.174,812,Oculus Quest_Android
7.925,14.057,815,Oculus Quest_Android
7.938,13.498,819,Oculus Quest_Android
7.952,13.376,822,Oculus Quest_Android
7.965,13.759,825,Oculus Quest_Android
7.979,14.016,829,Oculus Quest_Android
7.993,14.026,832,Oculus Quest_Android
8.007,13.711,835,Oculus Quest_Android
8.021,13.965,839,Oculus Quest_Android
8.035,13.898,842,Oculus Quest_Android
8.049,14.460,845,Oculus Quest_Android
8.063,13.985,849,Oculus Quest_Android
8.077,13.758,852,Oculus Quest_Android
8.091,14.175,855,Oculus Quest_Android
8.105,13.566,859,Oculus Quest_Android
8.119,14.512,862,Oculus Quest_Android
8.133,13.508,865,Oculus Quest_Android
8.146,13.556,869,Oculus Quest_Android
8.160,13.817,872,Oculus Quest_Android
8.174,14.193,875,Oculus Quest_Android
8.189,14.372,879,Oculus Quest_Android
8.202,13.539,882,Oculus Quest_Android
8.217,14.223,886,Oculus Quest_Android
8.231,13.833,889,Oculus Quest_Android
8.244,13.630,892,Oculus Quest_Android
8.258,14.137,896,Oculus Quest_Android
8.272,13.666,899,Oculus Quest_Android
8.286,14.191,902,Oculus Quest_Android
8.300,13.905,906,Oculus Quest_Android
8.314,13.889,909,Oculus Quest_Android
8.328,13.844,912,Oculus Quest_Android
8.342,13.984,916,Oculus Quest_Android
8.356,13.773,919,Oculus Quest_Android
8.369,13.787,922,Oculus Quest_Android
8.384,14.375,926,Oculus Quest_Android
8.397,13.499,929,Oculus Quest_Android
8.411,13.587,932,Oculus Quest_Android
8.425,14.197,936,Oculus Quest_Android
8.439,13.745,939,Oculus Quest_Android
8.453,14.298,942,Oculus Quest_Android
8.467,13.506,946,Oculus Quest_Android
8.480,13.809,949,Oculus Quest_Android
8.495,14.353,952,Oculus Quest_Android
8.509,13.741,956,Oculus Quest_Android
8.523,14.061,959,Oculus Quest_Android
8.537,13.421,962,Oculus Quest_Android
8.550,14.495,966,Oculus Quest_Android
8.564,13.359,969,Oculus Quest_Android
8.577,13.760,972,Oculus Quest_Android
8.592,14.304,976,Oculus Quest_Android
8.606,13.721,979,Oculus Quest_Android
8.620,13.975,982,Oculus Quest_Android
8.633,13.840,986,Oculus Quest_Android
8.648,13.947,989,Oculus Quest_Android
8.662,13.956,992,Oculus Quest_Android
8.674,13.557,996,Oculus Quest_Android
8.689,14.162,999,Oculus Quest_Android
8.703,14.121,1002,Oculus Quest_Android
8.717,14.119,1006,Oculus Quest_Android
8.731,14.019,1009,Oculus Quest_Android
8.744,12.656,1012,Oculus Quest_Android
8.758,14.041,1015,Oculus Quest_Android
8.772,14.297,1019,Oculus Quest_Android
8.787,14.276,1022,Oculus Quest_Android
8.800,13.576,1026,Oculus Quest_Android
8.814,13.935,1029,Oculus Quest_Android
8.828,13.910,1032,Oculus Quest_Android
8.842,13.629,1036,Oculus Quest_Android
8.856,14.327,1039,Oculus Quest_Android
8.870,13.465,1042,Oculus Quest_Android
8.884,14.248,1046,Oculus Quest_Android
8.897,13.765,1049,Oculus Quest_Android
8.911,13.656,1052,Oculus Quest_Android
8.926,14.607,1056,Oculus Quest_Android
8.939,13.715,1059,Oculus Quest_Android
8.954,13.654,1062,Oculus Quest_Android
8.967,13.775,1066,Oculus Quest_Android
8.981,13.966,1069,Oculus Quest_Android
8.995,13.846,1072,Oculus Quest_Android
9.008,13.537,1075,Oculus Quest_Android
9.023,14.010,1079,Oculus Quest_Android
9.036,13.956,1082,Oculus Quest_Android
9.050,14.140,1086,Oculus Quest_Android
9.063,13.510,1089,Oculus Quest_Android
9.077,13.797,1092,Oculus Quest_Android
9.092,14.138,1096,Oculus Quest_Android
9.106,13.625,1099,Oculus Quest_Android
9.120,14.110,1102,Oculus Quest_Android
9.133,14.159,1106,Oculus Quest_Android
9.147,13.739,1109,Oculus Quest_Android
